KEY,CHECKCODE
MinSpanTree   1,7
MinSpanTree   2,6
MinSpanTree   3,6
MinSpanTree   4,5
MinSpanTree   5,1
MinSpanTree   6,6
MinSpanTree   7,3
MinSpanTree   8,8
MinSpanTree   9,4
MinSpanTree  10,8
MinSpanTree  11,1
MinSpanTree  12,4
MinSpanTree  13,1
MinSpanTree  14,9
MinSpanTree  15,0
MinSpanTree  16,8
MinSpanTree  17,9
MinSpanTree  18,2
MinSpanTree  19,4
MinSpanTree  20,7
MinSpanTree  21,1
MinSpanTree  22,6
MinSpanTree  23,2
MinSpanTree  24,5
MinSpanTree  25,3
MinSpanTree  26,0
MinSpanTree  27,8
MinSpanTree  28,4
MinSpanTree  29,3
MinSpanTree  30,2
MinSpanTree  31,1
MinSpanTree  32,7
MinSpanTree  33,9
MinSpanTree  34,7
MinSpanTree  35,5
MinSpanTree  36,3
MinSpanTree  37,6
MinSpanTree  38,4
MinSpanTree  39,2
MinSpanTree  40,5
MinSpanTree  41,5
MinSpanTree  42,0
MinSpanTree  43,4
MinSpanTree  44,4
MinSpanTree  45,2
MinSpanTree  46,1
MinSpanTree  47,7
MinSpanTree  48,7
MinSpanTree  49,4
MinSpanTree  50,3
MinSpanTree  51,1
MinSpanTree  52,3
MinSpanTree  53,7
MinSpanTree  54,3
MinSpanTree  55,0
MinSpanTree  56,5
MinSpanTree  57,8
MinSpanTree  58,0
MinSpanTree  59,1
MinSpanTree  60,0
MinSpanTree  61,8
MinSpanTree  62,0
MinSpanTree  63,4
MinSpanTree  64,4
MinSpanTree  65,3
MinSpanTree  66,1
MinSpanTree  67,2
MinSpanTree  68,9
MinSpanTree  69,6
MinSpanTree  70,3
MinSpanTree  71,2
MinSpanTree  72,0
MinSpanTree  73,0
MinSpanTree  74,5
MinSpanTree  75,7
MinSpanTree  76,8
MinSpanTree  77,4
MinSpanTree  78,8
MinSpanTree  79,1
MinSpanTree  80,2
MinSpanTree  81,4
MinSpanTree  82,3
MinSpanTree  83,2
MinSpanTree  84,4
MinSpanTree  85,7
MinSpanTree  86,0
MinSpanTree  87,7
MinSpanTree  88,6
MinSpanTree  89,0
MinSpanTree  90,1
MinSpanTree  91,0
MinSpanTree  92,8
MinSpanTree  93,8
MinSpanTree  94,1
MinSpanTree  95,6
MinSpanTree  96,6
MinSpanTree  97,9
MinSpanTree  98,9
MinSpanTree  99,5
MinSpanTree 100,3
MinSpanTree 101,4
MinSpanTree 102,3
MinSpanTree 103,5
MinSpanTree 104,0
MinSpanTree 105,6
MinSpanTree 106,2
MinSpanTree 107,8
MinSpanTree 108,2
MinSpanTree 109,5
MinSpanTree 110,6
MinSpanTree 111,4
MinSpanTree 112,3
MinSpanTree 113,6
MinSpanTree 114,4
MinSpanTree 115,5
MinSpanTree 116,6
MinSpanTree 117,4
MinSpanTree 118,3
MinSpanTree 119,8
MinSpanTree 120,7
MinSpanTree 121,3
MinSpanTree 122,8
MinSpanTree 123,5
MinSpanTree 124,2
MinSpanTree 125,2
MinSpanTree 126,2
MinSpanTree 127,0
MinSpanTree 128,3
MinSpanTree 129,5
MinSpanTree 130,3
MinSpanTree 131,2
MinSpanTree 132,5
MinSpanTree 133,4
MinSpanTree 134,5
MinSpanTree 135,8
MinSpanTree 136,7
MinSpanTree 137,4
MinSpanTree 138,7
MinSpanTree 139,5
MinSpanTree 140,1
MinSpanTree 141,7
MinSpanTree 142,5
MinSpanTree 143,4
MinSpanTree 144,9
MinSpanTree 145,3
MinSpanTree 146,3
MinSpanTree 147,8
MinSpanTree 148,4
MinSpanTree 149,0
MinSpanTree 150,1
MinSpanTree 151,8
MinSpanTree 152,3
MinSpanTree 153,8
MinSpanTree 154,2
MinSpanTree 155,4
MinSpanTree 156,6
MinSpanTree 157,5
MinSpanTree 158,9
MinSpanTree 159,5
MinSpanTree 160,7
MinSpanTree 161,0
MinSpanTree 162,0
MinSpanTree 163,9
MinSpanTree 164,9
MinSpanTree 165,1
MinSpanTree 166,7
MinSpanTree 167,2
MinSpanTree 168,2
MinSpanTree 169,9
MinSpanTree 170,3
MinSpanTree 171,7
MinSpanTree 172,8
MinSpanTree 173,6
MinSpanTree 174,6
MinSpanTree 175,3
MinSpanTree 176,9
MinSpanTree 177,0
MinSpanTree 178,9
MinSpanTree 179,1
MinSpanTree 180,1
MinSpanTree 181,7
MinSpanTree 182,9
MinSpanTree 183,0
MinSpanTree 184,2
MinSpanTree 185,5
MinSpanTree 186,5
MinSpanTree 187,9
MinSpanTree 188,8
MinSpanTree 189,6
MinSpanTree 190,7
MinSpanTree 191,5
MinSpanTree 192,9
MinSpanTree 193,9
MinSpanTree 194,6
MinSpanTree 195,2
MinSpanTree 196,8
MinSpanTree 197,2
MinSpanTree 198,5
MinSpanTree 199,8
MinSpanTree 200,4
