KEY,CHECKCODE
NumSpanTree   1,3
NumSpanTree   2,1
NumSpanTree   3,8
NumSpanTree   4,3
NumSpanTree   5,3
NumSpanTree   6,0
NumSpanTree   7,8
NumSpanTree   8,3
NumSpanTree   9,1
NumSpanTree  10,8
NumSpanTree  11,5
NumSpanTree  12,8
NumSpanTree  13,3
NumSpanTree  14,6
NumSpanTree  15,1
NumSpanTree  16,5
NumSpanTree  17,8
NumSpanTree  18,0
NumSpanTree  19,1
NumSpanTree  20,3
NumSpanTree  21,0
NumSpanTree  22,1
NumSpanTree  23,4
NumSpanTree  24,8
NumSpanTree  25,8
NumSpanTree  26,1
NumSpanTree  27,0
NumSpanTree  28,1
NumSpanTree  29,1
NumSpanTree  30,3
NumSpanTree  31,4
NumSpanTree  32,3
NumSpanTree  33,9
NumSpanTree  34,1
NumSpanTree  35,1
NumSpanTree  36,0
NumSpanTree  37,1
NumSpanTree  38,1
NumSpanTree  39,3
NumSpanTree  40,8
NumSpanTree  41,1
NumSpanTree  42,4
NumSpanTree  43,3
NumSpanTree  44,3
NumSpanTree  45,4
NumSpanTree  46,1
NumSpanTree  47,4
NumSpanTree  48,1
NumSpanTree  49,1
NumSpanTree  50,5
NumSpanTree  51,8
NumSpanTree  52,2
NumSpanTree  53,3
NumSpanTree  54,3
NumSpanTree  55,3
NumSpanTree  56,4
NumSpanTree  57,8
NumSpanTree  58,1
NumSpanTree  59,1
NumSpanTree  60,8
NumSpanTree  61,1
NumSpanTree  62,1
NumSpanTree  63,8
NumSpanTree  64,3
NumSpanTree  65,8
NumSpanTree  66,3
NumSpanTree  67,3
NumSpanTree  68,9
NumSpanTree  69,3
NumSpanTree  70,6
NumSpanTree  71,8
NumSpanTree  72,1
NumSpanTree  73,1
NumSpanTree  74,4
NumSpanTree  75,9
NumSpanTree  76,0
NumSpanTree  77,6
NumSpanTree  78,1
NumSpanTree  79,8
NumSpanTree  80,1
NumSpanTree  81,9
NumSpanTree  82,1
NumSpanTree  83,1
NumSpanTree  84,4
NumSpanTree  85,3
NumSpanTree  86,8
NumSpanTree  87,4
NumSpanTree  88,1
NumSpanTree  89,0
NumSpanTree  90,1
NumSpanTree  91,1
NumSpanTree  92,9
NumSpanTree  93,5
NumSpanTree  94,5
NumSpanTree  95,1
NumSpanTree  96,3
NumSpanTree  97,8
NumSpanTree  98,1
NumSpanTree  99,4
NumSpanTree 100,1
NumSpanTree 101,1
NumSpanTree 102,1
NumSpanTree 103,1
NumSpanTree 104,1
NumSpanTree 105,8
NumSpanTree 106,8
NumSpanTree 107,3
NumSpanTree 108,8
NumSpanTree 109,1
NumSpanTree 110,3
NumSpanTree 111,1
NumSpanTree 112,8
NumSpanTree 113,1
NumSpanTree 114,1
NumSpanTree 115,8
NumSpanTree 116,8
NumSpanTree 117,3
NumSpanTree 118,1
NumSpanTree 119,8
NumSpanTree 120,3
NumSpanTree 121,1
NumSpanTree 122,8
NumSpanTree 123,8
NumSpanTree 124,3
NumSpanTree 125,1
NumSpanTree 126,9
NumSpanTree 127,3
NumSpanTree 128,2
NumSpanTree 129,1
NumSpanTree 130,1
NumSpanTree 131,3
NumSpanTree 132,8
NumSpanTree 133,1
NumSpanTree 134,1
NumSpanTree 135,8
NumSpanTree 136,1
NumSpanTree 137,1
NumSpanTree 138,1
NumSpanTree 139,4
NumSpanTree 140,1
NumSpanTree 141,1
NumSpanTree 142,1
NumSpanTree 143,5
NumSpanTree 144,1
NumSpanTree 145,8
NumSpanTree 146,3
NumSpanTree 147,6
NumSpanTree 148,4
NumSpanTree 149,1
NumSpanTree 150,3
NumSpanTree 151,3
NumSpanTree 152,8
NumSpanTree 153,9
NumSpanTree 154,1
NumSpanTree 155,1
NumSpanTree 156,0
NumSpanTree 157,1
NumSpanTree 158,3
NumSpanTree 159,1
NumSpanTree 160,3
NumSpanTree 161,4
NumSpanTree 162,1
NumSpanTree 163,1
NumSpanTree 164,3
NumSpanTree 165,3
NumSpanTree 166,1
NumSpanTree 167,3
NumSpanTree 168,8
NumSpanTree 169,8
NumSpanTree 170,1
NumSpanTree 171,3
NumSpanTree 172,3
NumSpanTree 173,3
NumSpanTree 174,4
NumSpanTree 175,8
NumSpanTree 176,1
NumSpanTree 177,1
NumSpanTree 178,4
NumSpanTree 179,8
NumSpanTree 180,1
NumSpanTree 181,1
NumSpanTree 182,3
NumSpanTree 183,4
NumSpanTree 184,0
NumSpanTree 185,4
NumSpanTree 186,8
NumSpanTree 187,1
NumSpanTree 188,1
NumSpanTree 189,6
NumSpanTree 190,4
NumSpanTree 191,4
NumSpanTree 192,0
NumSpanTree 193,1
NumSpanTree 194,1
NumSpanTree 195,1
NumSpanTree 196,6
NumSpanTree 197,8
NumSpanTree 198,1
NumSpanTree 199,8
NumSpanTree 200,9
