KEY,CHECKCODE
FindDet   1,7
FindDet   2,8
FindDet   3,1
FindDet   4,3
FindDet   5,8
FindDet   6,5
FindDet   7,6
FindDet   8,6
FindDet   9,9
FindDet  10,4
FindDet  11,2
FindDet  12,4
FindDet  13,2
FindDet  14,1
FindDet  15,0
FindDet  16,8
FindDet  17,9
FindDet  18,4
FindDet  19,8
FindDet  20,5
FindDet  21,8
FindDet  22,4
FindDet  23,3
FindDet  24,0
FindDet  25,4
FindDet  26,8
FindDet  27,2
FindDet  28,4
FindDet  29,0
FindDet  30,1
FindDet  31,3
FindDet  32,6
FindDet  33,8
FindDet  34,2
FindDet  35,4
FindDet  36,4
FindDet  37,7
FindDet  38,5
FindDet  39,2
FindDet  40,7
FindDet  41,7
FindDet  42,0
FindDet  43,8
FindDet  44,8
FindDet  45,0
FindDet  46,2
FindDet  47,1
FindDet  48,5
FindDet  49,6
FindDet  50,0
FindDet  51,3
FindDet  52,3
FindDet  53,4
FindDet  54,0
FindDet  55,5
FindDet  56,0
FindDet  57,4
FindDet  58,3
FindDet  59,1
FindDet  60,2
FindDet  61,9
FindDet  62,3
FindDet  63,8
FindDet  64,8
FindDet  65,8
FindDet  66,7
FindDet  67,0
FindDet  68,8
FindDet  69,2
FindDet  70,2
FindDet  71,7
FindDet  72,4
FindDet  73,8
FindDet  74,4
FindDet  75,2
FindDet  76,4
FindDet  77,1
FindDet  78,2
FindDet  79,0
FindDet  80,6
FindDet  81,6
FindDet  82,9
FindDet  83,0
FindDet  84,2
FindDet  85,4
FindDet  86,2
FindDet  87,9
FindDet  88,4
FindDet  89,2
FindDet  90,9
FindDet  91,4
FindDet  92,0
FindDet  93,2
FindDet  94,0
FindDet  95,8
FindDet  96,0
FindDet  97,0
FindDet  98,0
FindDet  99,0
FindDet 100,0
FindDet 101,4
FindDet 102,9
FindDet 103,6
FindDet 104,0
FindDet 105,4
FindDet 106,5
FindDet 107,0
FindDet 108,4
FindDet 109,6
FindDet 110,6
FindDet 111,4
FindDet 112,5
FindDet 113,1
FindDet 114,0
FindDet 115,4
FindDet 116,5
FindDet 117,4
FindDet 118,3
FindDet 119,6
FindDet 120,0
FindDet 121,0
FindDet 122,6
FindDet 123,8
FindDet 124,0
FindDet 125,8
FindDet 126,0
FindDet 127,2
FindDet 128,4
FindDet 129,4
FindDet 130,9
FindDet 131,7
FindDet 132,1
FindDet 133,1
FindDet 134,8
FindDet 135,1
FindDet 136,6
FindDet 137,0
FindDet 138,6
FindDet 139,7
FindDet 140,1
FindDet 141,0
FindDet 142,6
FindDet 143,8
FindDet 144,6
FindDet 145,0
FindDet 146,2
FindDet 147,9
FindDet 148,0
FindDet 149,3
FindDet 150,8
FindDet 151,0
FindDet 152,9
FindDet 153,5
FindDet 154,9
FindDet 155,5
FindDet 156,0
FindDet 157,4
FindDet 158,8
FindDet 159,2
FindDet 160,0
FindDet 161,1
FindDet 162,6
FindDet 163,3
FindDet 164,7
FindDet 165,2
FindDet 166,5
FindDet 167,4
FindDet 168,1
FindDet 169,4
FindDet 170,8
FindDet 171,6
FindDet 172,1
FindDet 173,8
FindDet 174,5
FindDet 175,9
FindDet 176,0
FindDet 177,7
FindDet 178,0
FindDet 179,3
FindDet 180,3
FindDet 181,0
FindDet 182,6
FindDet 183,5
FindDet 184,8
FindDet 185,8
FindDet 186,0
FindDet 187,0
FindDet 188,2
FindDet 189,1
FindDet 190,3
FindDet 191,7
FindDet 192,6
FindDet 193,3
FindDet 194,0
FindDet 195,0
FindDet 196,1
FindDet 197,4
FindDet 198,0
FindDet 199,4
FindDet 200,8
