KEY,CHECKCODE
MatRep   1,9
MatRep   2,1
MatRep   3,6
MatRep   4,4
MatRep   5,8
MatRep   6,7
MatRep   7,5
MatRep   8,3
MatRep   9,5
MatRep  10,5
MatRep  11,4
MatRep  12,9
MatRep  13,5
MatRep  14,6
MatRep  15,7
MatRep  16,8
MatRep  17,2
MatRep  18,4
MatRep  19,9
MatRep  20,0
MatRep  21,2
MatRep  22,5
MatRep  23,0
MatRep  24,3
MatRep  25,1
MatRep  26,4
MatRep  27,2
MatRep  28,9
MatRep  29,4
MatRep  30,8
MatRep  31,5
MatRep  32,5
MatRep  33,3
MatRep  34,1
MatRep  35,5
MatRep  36,8
MatRep  37,6
MatRep  38,1
MatRep  39,3
MatRep  40,6
MatRep  41,6
MatRep  42,7
MatRep  43,9
MatRep  44,6
MatRep  45,8
MatRep  46,8
MatRep  47,5
MatRep  48,3
MatRep  49,6
MatRep  50,2
MatRep  51,1
MatRep  52,5
MatRep  53,1
MatRep  54,3
MatRep  55,9
MatRep  56,0
MatRep  57,2
MatRep  58,1
MatRep  59,5
MatRep  60,2
MatRep  61,9
MatRep  62,0
MatRep  63,3
MatRep  64,1
MatRep  65,9
MatRep  66,3
MatRep  67,0
MatRep  68,9
MatRep  69,4
MatRep  70,5
MatRep  71,6
MatRep  72,2
MatRep  73,6
MatRep  74,0
MatRep  75,8
MatRep  76,5
MatRep  77,6
MatRep  78,6
MatRep  79,5
MatRep  80,4
MatRep  81,2
MatRep  82,8
MatRep  83,0
MatRep  84,2
MatRep  85,0
MatRep  86,4
MatRep  87,7
MatRep  88,5
MatRep  89,6
MatRep  90,1
MatRep  91,5
MatRep  92,6
MatRep  93,0
MatRep  94,6
MatRep  95,9
MatRep  96,7
MatRep  97,5
MatRep  98,6
MatRep  99,1
MatRep 100,7
MatRep 101,2
MatRep 102,0
MatRep 103,1
MatRep 104,1
MatRep 105,8
MatRep 106,3
MatRep 107,9
MatRep 108,7
MatRep 109,7
MatRep 110,8
MatRep 111,0
MatRep 112,7
MatRep 113,4
MatRep 114,3
MatRep 115,6
MatRep 116,0
MatRep 117,9
MatRep 118,5
MatRep 119,7
MatRep 120,9
MatRep 121,3
MatRep 122,6
MatRep 123,7
MatRep 124,8
MatRep 125,7
MatRep 126,6
MatRep 127,5
MatRep 128,5
MatRep 129,8
MatRep 130,7
MatRep 131,8
MatRep 132,7
MatRep 133,4
MatRep 134,9
MatRep 135,0
MatRep 136,3
MatRep 137,0
MatRep 138,6
MatRep 139,0
MatRep 140,4
MatRep 141,0
MatRep 142,4
MatRep 143,1
MatRep 144,9
MatRep 145,4
MatRep 146,4
MatRep 147,9
MatRep 148,1
MatRep 149,1
MatRep 150,2
MatRep 151,3
MatRep 152,2
MatRep 153,9
MatRep 154,1
MatRep 155,3
MatRep 156,9
MatRep 157,8
MatRep 158,3
MatRep 159,9
MatRep 160,2
MatRep 161,7
MatRep 162,2
MatRep 163,3
MatRep 164,6
MatRep 165,2
MatRep 166,6
MatRep 167,7
MatRep 168,8
MatRep 169,6
MatRep 170,6
MatRep 171,8
MatRep 172,5
MatRep 173,9
MatRep 174,0
MatRep 175,7
MatRep 176,7
MatRep 177,4
MatRep 178,7
MatRep 179,0
MatRep 180,1
MatRep 181,2
MatRep 182,0
MatRep 183,3
MatRep 184,5
MatRep 185,9
MatRep 186,8
MatRep 187,0
MatRep 188,2
MatRep 189,4
MatRep 190,9
MatRep 191,7
MatRep 192,8
MatRep 193,8
MatRep 194,2
MatRep 195,0
MatRep 196,0
MatRep 197,3
MatRep 198,1
MatRep 199,1
MatRep 200,5
