KEY,CHECKCODE
ColBasis   1,4
ColBasis   2,0
ColBasis   3,7
ColBasis   4,4
ColBasis   5,5
ColBasis   6,6
ColBasis   7,2
ColBasis   8,3
ColBasis   9,2
ColBasis  10,0
ColBasis  11,3
ColBasis  12,2
ColBasis  13,1
ColBasis  14,4
ColBasis  15,0
ColBasis  16,2
ColBasis  17,4
ColBasis  18,4
ColBasis  19,5
ColBasis  20,5
ColBasis  21,5
ColBasis  22,6
ColBasis  23,6
ColBasis  24,0
ColBasis  25,0
ColBasis  26,2
ColBasis  27,6
ColBasis  28,5
ColBasis  29,8
ColBasis  30,8
ColBasis  31,8
ColBasis  32,9
ColBasis  33,9
ColBasis  34,0
ColBasis  35,0
ColBasis  36,0
ColBasis  37,4
ColBasis  38,9
ColBasis  39,9
ColBasis  40,0
ColBasis  41,0
ColBasis  42,8
ColBasis  43,7
ColBasis  44,7
ColBasis  45,5
ColBasis  46,4
ColBasis  47,6
ColBasis  48,0
ColBasis  49,8
ColBasis  50,5
ColBasis  51,8
ColBasis  52,0
ColBasis  53,8
ColBasis  54,7
ColBasis  55,5
ColBasis  56,0
ColBasis  57,2
ColBasis  58,4
ColBasis  59,2
ColBasis  60,3
ColBasis  61,5
ColBasis  62,4
ColBasis  63,4
ColBasis  64,4
ColBasis  65,9
ColBasis  66,3
ColBasis  67,2
ColBasis  68,2
ColBasis  69,5
ColBasis  70,8
ColBasis  71,7
ColBasis  72,0
ColBasis  73,8
ColBasis  74,4
ColBasis  75,6
ColBasis  76,4
ColBasis  77,0
ColBasis  78,6
ColBasis  79,0
ColBasis  80,4
ColBasis  81,2
ColBasis  82,2
ColBasis  83,2
ColBasis  84,6
ColBasis  85,4
ColBasis  86,0
ColBasis  87,8
ColBasis  88,2
ColBasis  89,1
ColBasis  90,5
ColBasis  91,9
ColBasis  92,2
ColBasis  93,2
ColBasis  94,2
ColBasis  95,6
ColBasis  96,0
ColBasis  97,4
ColBasis  98,2
ColBasis  99,3
ColBasis 100,1
ColBasis 101,4
ColBasis 102,5
ColBasis 103,2
ColBasis 104,4
ColBasis 105,0
ColBasis 106,2
ColBasis 107,4
ColBasis 108,9
ColBasis 109,6
ColBasis 110,8
ColBasis 111,4
ColBasis 112,0
ColBasis 113,0
ColBasis 114,0
ColBasis 115,2
ColBasis 116,4
ColBasis 117,5
ColBasis 118,5
ColBasis 119,8
ColBasis 120,4
ColBasis 121,8
ColBasis 122,0
ColBasis 123,4
ColBasis 124,3
ColBasis 125,3
ColBasis 126,5
ColBasis 127,6
ColBasis 128,3
ColBasis 129,5
ColBasis 130,2
ColBasis 131,0
ColBasis 132,5
ColBasis 133,0
ColBasis 134,4
ColBasis 135,0
ColBasis 136,2
ColBasis 137,1
ColBasis 138,0
ColBasis 139,6
ColBasis 140,0
ColBasis 141,0
ColBasis 142,5
ColBasis 143,4
ColBasis 144,5
ColBasis 145,3
ColBasis 146,6
ColBasis 147,5
ColBasis 148,0
ColBasis 149,6
ColBasis 150,4
ColBasis 151,0
ColBasis 152,5
ColBasis 153,0
ColBasis 154,5
ColBasis 155,6
ColBasis 156,2
ColBasis 157,2
ColBasis 158,8
ColBasis 159,8
ColBasis 160,1
ColBasis 161,8
ColBasis 162,0
ColBasis 163,2
ColBasis 164,2
ColBasis 165,8
ColBasis 166,3
ColBasis 167,6
ColBasis 168,2
ColBasis 169,7
ColBasis 170,4
ColBasis 171,7
ColBasis 172,6
ColBasis 173,8
ColBasis 174,4
ColBasis 175,0
ColBasis 176,6
ColBasis 177,6
ColBasis 178,8
ColBasis 179,1
ColBasis 180,9
ColBasis 181,4
ColBasis 182,0
ColBasis 183,6
ColBasis 184,5
ColBasis 185,2
ColBasis 186,5
ColBasis 187,0
ColBasis 188,6
ColBasis 189,2
ColBasis 190,2
ColBasis 191,2
ColBasis 192,7
ColBasis 193,4
ColBasis 194,2
ColBasis 195,8
ColBasis 196,0
ColBasis 197,0
ColBasis 198,8
ColBasis 199,3
ColBasis 200,9
