1091_1m_4_000.png,9.0,r
1091_1m_4_001.png,9.0,r
1091_1m_4_002.png,3.0,r
1091_1m_4_003.png,6.0,r
1091_1m_4_004.png,6.0,r
1091_1m_4_005.png,3.0,r
1091_1m_4_006.png,2.0,r
1091_1m_4_007.png,7.0,r
1091_1m_4_008.png,8.0,r
1091_1m_4_009.png,8.0,r
1091_1m_4_010.png,9.0,r
1091_1m_4_011.png,2.0,r
1091_1m_4_012.png,3.0,r
1091_1m_4_013.png,3.0,r
1091_1m_4_014.png,9.0,r
1091_1m_4_015.png,9.0,r
1091_1m_4_016.png,8.0,r
1091_1m_4_017.png,0.0,r
1091_1m_4_018.png,2.0,r
1091_1m_4_019.png,2.0,r
1091_1m_4_020.png,2.0,r
1091_1m_4_021.png,0.0,r
1091_1m_4_022.png,3.0,r
1091_1m_4_023.png,9.0,r
1091_1m_4_024.png,2.0,r
1091_1m_4_025.png,4.0,r
1091_1m_4_026.png,1.0,r
1091_1m_4_027.png,7.0,r
1091_1m_4_028.png,8.0,r
1091_1m_4_029.png,8.0,r
1091_1m_4_030.png,8.0,r
1091_1m_4_031.png,9.0,r
1091_1m_4_032.png,8.0,r
1091_1m_4_033.png,9.0,r
1091_1m_4_034.png,3.0,r
1091_1m_4_035.png,3.0,r
