1081m_000.png,0,r
1081m_001.png,6,r
1081m_002.png,3,r
1081m_003.png,0,r
1081m_004.png,4,r
1081m_005.png,3,r
1081m_006.png,9,r
1081m_007.png,5,r
1081m_008.png,3,r
1081m_009.png,6,r
1081m_010.png,4,r
1081m_011.png,4,r
1081m_012.png,9,r
1081m_013.png,1,r
1081m_014.png,7,r
1081m_015.png,6,r
1081m_016.png,4,r
1081m_017.png,6,r
1081m_018.png,4,r
1081m_019.png,7,r
1081m_020.png,8,r
1081m_021.png,9,r
1081m_022.png,0,r
1081m_023.png,6,r
1081m_024.png,5,r
1081m_025.png,6,r
1081m_026.png,0,r
1081m_027.png,1,r
1081m_028.png,6,r
1081m_029.png,7,r
1081m_030.png,6,r
1081m_031.png,4,r
1081m_032.png,9,r
1081m_033.png,8,r
1081m_034.png,8,r
1081m_035.png,5,r
1081m_036.png,0,r
1081m_037.png,3,r
1081m_038.png,5,r
1081m_039.png,5,r
1081m_040.png,8,r
1081m_041.png,0,r
1081m_042.png,0,r
1081m_043.png,8,r
1081m_044.png,9,r
1081m_045.png,5,r
1081m_046.png,4,r
1081m_047.png,0,r
1081m_048.png,5,r
1081m_049.png,0,r
1081m_050.png,5,r
1081m_051.png,2,r
1081m_052.png,0,r
1081m_053.png,2,r
1081m_054.png,5,r
1081m_055.png,4,r
1081m_056.png,0,r
1081m_057.png,9,r
1081m_058.png,5,r
1081m_059.png,4,r
1081m_060.png,5,r
1081m_061.png,4,r
1081m_062.png,6,r
1081m_063.png,5,r
1081m_064.png,4,r
1081m_065.png,3,r
1081m_066.png,6,d
1081m_067.png,0,d
1081m_068.png,3,d
1081m_069.png,1,d
1081m_070.png,7,d
1081m_071.png,9,d
1081m_072.png,2,d
1081m_073.png,2,d
1081m_074.png,6,d
1081m_075.png,6,d
1081m_076.png,6,d
1081m_077.png,9,d
1081m_078.png,7,d
1081m_079.png,5,d
1081m_080.png,6,d
1081m_081.png,9,d
1081m_082.png,7,d
1081m_083.png,2,d
1081m_084.png,6,d
1081m_085.png,5,d
1081m_086.png,7,d
1081m_087.png,2,d
1081m_088.png,9,d
1081m_089.png,7,r
1081m_090.png,0,r
1081m_091.png,0,r
1081m_092.png,4,r
1081m_093.png,7,r
1081m_094.png,8,r
1081m_095.png,6,r
1081m_096.png,0,r
1081m_097.png,3,r
1081m_098.png,0,r
1081m_099.png,0,r
1081m_100.png,5,r
1081m_101.png,9,r
1081m_102.png,0,r
1081m_103.png,5,r
1081m_104.png,9,r
1081m_105.png,4,r
1081m_106.png,0,r
1081m_107.png,6,r
1081m_108.png,7,r
1081m_109.png,0,r
1081m_110.png,5,r
